1,143.236450581672
2,5087.43497533895
3,594.203396218601
4,41.1395677267801
5,32.719695869721
6,29.9245326385738
7,27.4241842528973
8,26.5033353047466
9,25.8196229942824
10,25.4970051061675
11,25.2712929703465
12,25.1485139570173
13,25.0647192046681
14,25.0154769137734
15,24.9822822177575
16,24.9618850485806
17,24.9482285869165
18,24.9396071810652
19,24.9338580580781
20,24.9301667752859
21,24.927711329183
22,24.9261177127909
23,24.9250592814654
24,24.9243675493232
25,24.9239085787082
26,24.9236072579549
27,24.9234074576873
28,24.9232758957646
29,24.9231886961598
30,24.9231311658202
31,24.9230930450747
32,24.9230678623357
33,24.923051178783
34,24.9230401481791
35,24.9230328412845
36,24.9230280074966
37,24.9230248057512
38,24.9230226868881
39,24.9230212834947
40,24.9230203545234
41,24.9230197392562
42,24.9230193319159
43,24.9230190621364
44,24.9230188835086
45,24.923018765206
46,24.9230186868692
47,24.9230186349885
48,24.9230186006328
49,24.92301857788
50,24.9230185628125
51,24.9230185528337
52,24.9230185462254
53,24.9230185418489
54,24.9230185389505
55,24.9230185370311
56,24.9230185357599
57,24.9230185349181
58,24.9230185343605
59,24.9230185339913
60,24.9230185337468
